Rowan of Rin,"Rowan of Rin (1993)
Rowan and the Travellers (1994)
Rowan and the Keeper of the Crystal (1996)
Rowan and the Zebak (1999)
Rowan of the Bukshah (2003)"
"The Three Doors
Star of Deltora"
